"start";"end";"Please select which group the respondent belongs to";"Please select which group the respondent belongs to/Local community";"Please select which group the respondent belongs to/Local government";"Please select which group the respondent belongs to/National government";"Please select which group the respondent belongs to/Regulator";"Please select which group the respondent belongs to/NGO/Civil Society";"Please select which group the respondent belongs to/Utility provider";"Please select which group the respondent belongs to/Other (please specify)";"Other (specify)";"How was the respondent affected by the construction of the dam?";"Other (specify)";"Do you understand the purpose of our research?";"Do you consent to participating in our research?";"How important is the river for you?";"How do you use the river?";"Drinking water";"Irrigation";"Washing and bathing";"Fishing for consumption";"Fishing to sell";"Tourism";"Cultural significance";"Transport";"Prevent climate change";"Protect biodiversity";"How important are forests for you?";"How do you use the forest?";"Firewood";"Collecting herbs / medicinal plants";"Food (animal)";"Food (fruits)";"Cultural significance";"Construction";"Livestock grazing";"Agriculture";"Prevent climate change";"Protect biodiversity";"Have you received any financial compensation following construction of the dam?";"Do you think you should have been compensated following construction of the dam?";"How did/will you receive this compensation?";"Are you happy with the amount of compensation?";"Are you happy with the timing of compensation?";"Do you have access to electricity?";"Do you receive any of these services from the dam?";"Electricity";"Irrigation";"Drinking water";"Employment";"How do you feel about the benefits you receive from the dam?";"Has any land that you own or rent been impacted by the dam?";"When did you hear about the construction of the dam?";"Did you have the opportunity to participate in decision-making?";"How did you participate in decision-making?";"How did you participate in decision-making? (other specify)";"Do you feel that decision-makers listened to you?";"Have you noticed a change in the environment around you following the construction of the dam?";"Have you noticed a change in the amount of wildlife around you following the construction of the dam?";"""Dam development has fairly balanced the needs for society, biodiversity conservation and energy generation"". Do you:";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"4th choice";"5th choice";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"What is your age?";"What gender do you identify with?";"What is your highest level of education?";"What is your current occupation?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"What was your occupation before the dam was built?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"In the last year, how many months have you received a salary or income?";"How many people live in your household?";"In the last year, how many people in your household received a salary or other source of income?";"Which of these do you have in your household?";"Which of these do you have in your household?/Bike";"Which of these do you have in your household?/Motorbike/scooter";"Which of these do you have in your household?/Car";"Which of these do you have in your household?/TV";"Which of these do you have in your household?/Radio";"Which of these do you have in your household?/Computer";"Which of these do you have in your household?/Washing machine";"Which of these do you have in your household?/Air conditioning";"Which of these do you have in your household?/Fan";"Which of these do you have in your household?/Bed";"Which of these do you have in your household?/Table";"Which of these do you have in your household?/Chairs";"Which of these do you have in your household?/Gas stove";"Which of these do you have in your household?/Microwave";"Which of these do you have in your household?/Fridge";"Which of these do you have in your household?/Freezer";"Which of these do you have in your household?/Pressure cooker";"Which of these do you have in your household?/Internet";"Which of these do you have in your household?/Water";"Which of these do you have in your household?/Electricity";"What country do you live in?";"What is your highest level of formal education?";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2023-03-10T13:16:42.881+05:30";"2023-03-10T13:21:04.356+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Yes, partial compensation";"";"One-off payment";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"No change";"Strongly disagree";"";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Health and wellbeing";"Livelihood and economy";"Food security ";"56";"Man";"Primary School";"Farming";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6";"1";"Motorbike/scooter Fan Bed Table Chairs Gas stove Microwave Fridge Water Electricity";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"";"";"224113908";"44c0dcd9-e0f2-4248-abd3-11386697bff5";"2023-03-10T07:51:14";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"70"
"2023-03-10T13:21:04.981+05:30";"2023-03-10T13:30:01.548+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Rarely ";"Rarely ";"Rarely ";"Never";"Never";"Never";"Never";"Never";"Always";"Always";"Very important";"";"Rarely";"Rarely";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Yes, full compensation as promised";"";"One-off payment";"Quite happy";"Quite unhappy";"Yes, always";"";"0%";"0%";"0%";"0%";"Quite unhappy";"The whole land";"When the dam was initially proposed";"Yes";"No opportunity to participate";"";"Yes, to some extent";"It's much more damaged";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Health and wellbeing";"Livelihood and economy";"Food security ";"82";"Man";"Primary School";"";"";"";"";"";"";"";"";"";"Labourer / daily wage earner";"";"";"";"";"";"";"";"";"";"7";"1";"Motorbike/scooter Car TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"224115971";"d2dccba1-2af0-46fd-892d-5567bda34978";"2023-03-10T08:00:12";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"71"
"2023-03-21T16:58:33.775+05:30";"2023-03-21T17:09:28.163+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"";"Mostly";"Yes, partial compensation";"";"One-off payment";"Quite happy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Two-thirds of the land";"Two years before the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Much more wildlife";"Disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Livelihood and economy";"Health and wellbeing";"Education";"54";"Man";"Secondary School";"Other";"Driver";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"0";"Car TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"226679107";"de7863a6-8d4f-4748-b9ad-9e37609f4418";"2023-03-21T11:39:40";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"72"
"2023-03-21T17:12:20.045+05:30";"2023-03-21T17:20:08.354+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Mostly";"Mostly";"Never";"Mostly";"Mostly";"Very important";"";"Sometimes";"Sometimes";"Never";"Never";"Always";"Always";"Always";"Always";"Always";"Always";"Yes, partial compensation";"";"";"Quite unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Two years before the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Much more wildlife";"Neither agree or disagree";"";"Livelihood and economy";"Regulate climate change";"Access to clean energy";"Protect biodiversity and environment";"Food security";"";"Livelihood and economy";"Health and wellbeing";"Education";"54";"Man";"Secondary School";"Farming";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11";"2";"Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"226683055";"32c5f91e-3cc8-46cd-9b26-d4e091e00292";"2023-03-21T11:50:21";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"73"
"2023-03-21T17:36:04.545+05:30";"2023-03-21T17:44:46.998+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Mostly";"Always";"Always";"Always";"Very important";"";"Never";"Never";"Rarely";"Rarely";"Mostly";"Rarely";"Never";"Never";"Mostly";"Mostly";"Yes, partial compensation";"";"";"Quite happy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Half of the land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much more wildlife";"Disagree";"";"Protect biodiversity and environment";"Livelihood and economy";"Access to clean energy";"Food security";"Regulate climate change";"";"Livelihood and economy";"Food security ";"Health and wellbeing";"35";"Man";"Secondary School";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"";"Motorbike/scooter TV Computer Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"226690356";"681fd069-36f0-4c29-ae16-e0fecde91353";"2023-03-21T12:14:59";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"74"
"2023-03-21T18:01:35.263+05:30";"2023-03-21T18:09:18.519+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Always";"Always";"Always";"Always";"Very important";"";"Sometimes";"Sometimes";"Always";"Never";"Always";"Always";"Always";"Always";"Always";"Always";"Yes, full compensation as promised";"";"One-off payment";"Quite happy";"Quite happy";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more healthy";"Much more wildlife";"Disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Livelihood and economy";"Health and wellbeing";"Food security ";"48";"Woman";"Primary School";"Livestock";"";"Livestock (for household)";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"7";"";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"226698250";"7171cbe7-768f-43c2-8c8d-f385acbfc25e";"2023-03-21T12:39:30";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"75"
"2023-03-21T18:11:12.023+05:30";"2023-03-21T18:19:33.694+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Never";"Never";"Never";"Always";"Always";"Always";"Always";"Always";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Yes, full compensation as promised";"";"One-off payment";"Very happy";"Quite happy";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Protect biodiversity and environment";"Regulate climate change";"Food security";"Access to clean energy";"";"Livelihood and economy";"Food security ";"Health and wellbeing";"50";"Woman";"Primary School";"Livestock";"";"Livestock (for household)";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"4";"";"TV Bed Table Chairs Gas stove Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"";"";"226700919";"f812545e-fff0-421a-b3a1-082168dd371d";"2023-03-21T12:49:45";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"76"
"2023-03-22T10:10:41.748+05:30";"2023-03-22T10:29:41.317+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Always";"Never";"Never";"Never";"Never";"Rarely ";"Always";"Rarely ";"Always";"Always";"Very important";"";"Rarely";"Never";"Mostly";"Rarely";"Always";"Never";"Never";"Rarely";"Always";"Always";"Yes, full compensation as promised";"";"One-off payment";"Neutral";"Very unah";"Yes, always";"";"0%";"0%";"0%";"1%-24%";"Quite unhappy";"Two-thirds of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Agree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Livelihood and economy";"Health and wellbeing";"Education";"55";"Man";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"Other";"Student";"";"";"";"";"";"";"";"12";"6";"1";"Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"226855284";"6e852ce4-30cc-401b-8607-c5b2843bb7c1";"2023-03-22T04:59:54";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"77"
"2023-03-29T19:20:26.911+05:30";"2023-03-29T19:26:53.747+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Rarely ";"Rarely ";"Rarely ";"Rarely ";"Rarely ";"Rarely ";"Rarely ";"Mostly";"Mostly";"Mostly";"Very important";"";"Rarely";"Mostly";"Mostly";"Mostly";"Mostly";"Rarely";"Rarely";"Rarely";"Mostly";"Mostly";"Yes, partial compensation";"";"One-off payment";"Quite unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Protect biodiversity and environment";"Food security";"Regulate climate change";"Livelihood and economy";"Access to clean energy";"";"Protect biodiversity and environment";"Regulate climate change";"Gender equality and women's empowerment";"62";"Woman";"Postgraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"Skilled worker";"";"";"";"";"";"";"";"";"4";"4";"1";"Motorbike/scooter Car Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"";"";"228654314";"5550354b-f47b-4827-a5e2-d341332adb31";"2023-03-29T13:57:08";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"78"
"2023-03-29T19:26:53.796+05:30";"2023-03-29T19:35:18.495+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Yes, partial compensation";"";"One-off payment";"Very unhappy";"Quite unhappy";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Slightly more wildlife";"Strongly disagree";"";"Protect biodiversity and environment";"Regulate climate change";"Livelihood and economy";"Food security";"Access to clean energy";"";"Gender equality and women's empowerment";"Sustainable economic growth and employment opportunities";"Education";"57";"Man";"Primary School";"Shop owner / small business";"";"";"";"";"";"";"";"";"Other";"";"";"";"";"";"";"";"";"";"11";"1";"Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"228656584";"0d94cc0e-bce3-4e95-8ef9-a292a9340253";"2023-03-29T14:05:29";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"79"
"2023-03-29T19:35:18.552+05:30";"2023-03-29T19:39:36.356+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Always";"Never";"Never";"Never";"Always";"Always";"Yes, partial compensation";"";"One-off payment";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Disagree";"";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"Food security";"Livelihood and economy";"";"Health and wellbeing";"Livelihood and economy";"Peaceful and inclusive society";"50";"Man";"Secondary School";"Shop owner / small business";"";"";"";"";"";"";"";"";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"12";"6";"1";"Bike Motorbike/scooter TV Computer Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"228657587";"0ab85c3c-8b88-409c-a4ec-d95f4df7b8b0";"2023-03-29T14:09:48";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"80"
"2023-03-29T19:39:36.393+05:30";"2023-03-29T19:43:43.611+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Always";"Always";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Always";"Always";"Yes, full compensation as promised";"";"One-off payment";"Quite happy";"Quite happy";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Health and wellbeing";"Education";"Livelihood and economy";"48";"Woman";"Undergraduate degree";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"Farming";"";"";"";"";"";"";"";"";"";"4";"1";"Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Water Electricity";"0";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"";"";"228658583";"071a19b9-0926-44ea-990b-5140171364e2";"2023-03-29T14:13:56";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"81"
"2023-03-29T19:43:43.652+05:30";"2023-03-29T19:47:26.912+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Always";"Never";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Always";"Always";"Yes, full compensation as promised";"";"One-off payment";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Health and wellbeing";"Sustainable use of water and sanitation for all";"Education";"58";"Woman";"Primary School";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"9";"1";"Bike Motorbike/scooter Car TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"228659839";"884fb9d8-1723-4e9f-b687-817aa1a38f87";"2023-03-29T14:17:38";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"82"
"2023-03-29T19:47:26.945+05:30";"2023-03-29T19:52:11.898+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Yes, partial compensation";"";"One-off payment";"Quite unhappy";"Quite unhappy";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Regulate climate change";"Protect biodiversity and environment";"Food security";"Livelihood and economy";"Access to clean energy";"";"Regulate climate change";"Livelihood and economy";"Sustainable use of water and sanitation for all";"45";"Man";"Undergraduate degree";"Shop owner / small business";"";"";"";"";"";"";"";"";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"12";"4";"1";"Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"228661136";"c79688d3-74c2-4fcf-b785-54265ab70cf9";"2023-03-29T14:22:24";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"83"
"2023-05-24T10:36:43.686+05:30";"2023-05-24T10:47:12.855+05:30";"Other (please specify)";"0";"0";"0";"0";"0";"0";"1";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Always";"Always";"Never";"Always";"Never";"Always";"Always";"Never";"Always";"Always";"Very important";"";"Never";"Never";"Always";"Always";"Always";"Never";"Never";"Always";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Neutral";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Disagree";"";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Livelihood and economy";"Health and wellbeing";"Education";"23";"Man";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"2";"Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"240493219";"70ce3cd3-edc4-4694-b5f6-0e5dca244918";"2023-05-24T05:17:14";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"84"
"2023-06-15T10:20:07.338+05:30";"2023-06-15T10:28:29.630+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Mostly";"Never";"Never";"Rarely ";"Always";"Never";"Always";"Always";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Rarely";"Always";"Always";"Always";"Always";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"50%-74%";"0%";"Very unhappy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"";"Livelihood and economy";"Health and wellbeing";"Gender equality and women's empowerment";"45";"Man";"Secondary School";"Farming";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"1";"TV Radio Fan Bed Gas stove Pressure cooker Water Electricity";"0";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"";"";"245962558";"9ed2e582-9788-48fb-9889-870362c35336";"2023-06-15T04:58:31";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"85"
"2023-06-15T10:28:29.652+05:30";"2023-06-15T10:32:41.510+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Always";"Always";"Always";"Never";"Never";"Sometimes";"Always";"Sometimes";"Always";"Always";"Very important";"";"Always";"Never";"Always";"Always";"Always";"Rarely";"Always";"Always";"Always";"Always";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Less than half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Regulate climate change";"Protect biodiversity and environment";"Food security";"Access to clean energy";"";"Education";"Health and wellbeing";"Livelihood and economy";"39";"Man";"Secondary School";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"4";"1";"Motorbike/scooter TV Radio Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"245962993";"5b3ebb5c-c9f8-420f-bfeb-44338ea2c79a";"2023-06-15T05:02:43";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"86"
"2023-06-15T10:32:41.533+05:30";"2023-06-15T10:38:49.545+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Sometimes";"Rarely";"Always";"Always";"Always";"Never";"Always";"Always";"Never";"Never";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Less than half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Food security";"Livelihood and economy";"Access to clean energy";"Regulate climate change";"Protect biodiversity and environment";"";"Education";"Gender equality and women's empowerment";"Health and wellbeing";"22";"Woman";"Undergraduate degree";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"5";"2";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"245963800";"86b752f5-42a8-493a-977f-f1640aab069c";"2023-06-15T05:08:51";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"87"
