start,end,please_select_which_group_the_respondent_belongs_to,please_select_which_group_the_respondent_belongs_to_local_community,please_select_which_group_the_respondent_belongs_to_local_government,please_select_which_group_the_respondent_belongs_to_national_government,please_select_which_group_the_respondent_belongs_to_regulator,please_select_which_group_the_respondent_belongs_to_ngo_civil_society,please_select_which_group_the_respondent_belongs_to_utility_provider,please_select_which_group_the_respondent_belongs_to_other_please_specify,other_specify_11,how_was_the_respondent_affected_by_the_construction_of_the_dam,other_specify_13,do_you_understand_the_purpose_of_our_research,do_you_consent_to_participating_in_our_research,how_important_is_the_river_for_you,how_do_you_use_the_river,drinking_water_18,irrigation_19,washing_and_bathing,fishing_for_consumption,fishing_to_sell,tourism,cultural_significance_24,transport,prevent_climate_change_26,protect_biodiversity_27,how_important_are_forests_for_you,how_do_you_use_the_forest,firewood,collecting_herbs_medicinal_plants,food_animal,food_fruits,cultural_significance_34,construction,livestock_grazing,agriculture,prevent_climate_change_38,protect_biodiversity_39,have_you_received_any_financial_compensation_following_construction_of_the_dam,do_you_think_you_should_have_been_compensated_following_construction_of_the_dam,how_did_will_you_receive_this_compensation,are_you_happy_with_the_amount_of_compensation,are_you_happy_with_the_timing_of_compensation,do_you_have_access_to_electricity,do_you_receive_any_of_these_services_from_the_dam,electricity,irrigation_48,drinking_water_49,employment,how_do_you_feel_about_the_benefits_you_receive_from_the_dam,has_any_land_that_you_own_or_rent_been_impacted_by_the_dam,when_did_you_hear_about_the_construction_of_the_dam,did_you_have_the_opportunity_to_participate_in_decision_making,how_did_you_participate_in_decision_making,how_did_you_participate_in_decision_making_other_specify,do_you_feel_that_decision_makers_listened_to_you,have_you_noticed_a_change_in_the_environment_around_you_following_the_construction_of_the_dam,have_you_noticed_a_change_in_the_amount_of_wildlife_around_you_following_the_construction_of_the_dam,dam_development_has_fairly_balanced_the_needs_for_society_biodiversity_conservation_and_energy_generation_do_you,how_important_are_the_following_themes_to_you_61,x1st_choice_62,x2nd_choice_63,x3rd_choice_64,x4th_choice,x5th_choice,how_important_are_the_following_themes_to_you_67,x1st_choice_68,x2nd_choice_69,x3rd_choice_70,what_is_your_age,what_gender_do_you_identify_with,what_is_your_highest_level_of_education,what_is_your_current_occupation,other_specify_75,please_select_all_that_apply_76,please_select_all_that_apply_farming_crops_for_household_77,please_select_all_that_apply_farming_crops_to_sell_78,please_select_all_that_apply_fishing_for_household_79,please_select_all_that_apply_fishing_to_sell_80,please_select_all_that_apply_livestock_for_household_81,please_select_all_that_apply_livestock_to_sell_82,what_was_your_occupation_before_the_dam_was_built,other_specify_84,please_select_all_that_apply_85,please_select_all_that_apply_farming_crops_for_household_86,please_select_all_that_apply_farming_crops_to_sell_87,please_select_all_that_apply_fishing_for_household_88,please_select_all_that_apply_fishing_to_sell_89,please_select_all_that_apply_livestock_for_household_90,please_select_all_that_apply_livestock_to_sell_91,in_the_last_year_how_many_months_have_you_received_a_salary_or_income,how_many_people_live_in_your_household,in_the_last_year_how_many_people_in_your_household_received_a_salary_or_other_source_of_income,which_of_these_do_you_have_in_your_household,which_of_these_do_you_have_in_your_household_bike,which_of_these_do_you_have_in_your_household_motorbike_scooter,which_of_these_do_you_have_in_your_household_car,which_of_these_do_you_have_in_your_household_tv,which_of_these_do_you_have_in_your_household_radio,which_of_these_do_you_have_in_your_household_computer,which_of_these_do_you_have_in_your_household_washing_machine,which_of_these_do_you_have_in_your_household_air_conditioning,which_of_these_do_you_have_in_your_household_fan,which_of_these_do_you_have_in_your_household_bed,which_of_these_do_you_have_in_your_household_table,which_of_these_do_you_have_in_your_household_chairs,which_of_these_do_you_have_in_your_household_gas_stove,which_of_these_do_you_have_in_your_household_microwave,which_of_these_do_you_have_in_your_household_fridge,which_of_these_do_you_have_in_your_household_freezer,which_of_these_do_you_have_in_your_household_pressure_cooker,which_of_these_do_you_have_in_your_household_internet,which_of_these_do_you_have_in_your_household_water,which_of_these_do_you_have_in_your_household_electricity,what_country_do_you_live_in,what_is_your_highest_level_of_formal_education,id,uuid,submission_time,validation_status,notes,status,submitted_by,version,tags,index
2023-02-27T07:45:03Z,2023-02-27T07:58:49Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Neutral,NA,Never,Never,Always,Never,Never,Always,Mostly,Always,Sometimes,Always,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Yes, full compensation as promised",NA,One-off payment,Neutral,Neutral,"Yes, always",NA,75%-100%,75%-100%,75%-100%,75%-100%,Quite happy,Half of the land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Agree,NA,Livelihood and economy,Access to clean energy,Food security,Protect biodiversity and environment,Regulate climate change,NA,Sustainable economic growth and employment opportunities,Health and wellbeing,Education,19,Man,Undergraduate degree,Other,Student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,Bike Car TV Radio Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Freezer Pressure cooker Internet Water Electricity,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,221741588,55b10109-f26c-488f-af8b-ac59392df543,2023-02-27T07:59:26Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,30
2023-02-27T07:58:50Z,2023-02-27T08:04:35Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Always,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,25%-49%,50%-74%,75%-100%,0%,Very unhappy,Half of the land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Disagree,NA,Protect biodiversity and environment,Regulate climate change,Livelihood and economy,Food security,Access to clean energy,NA,Sustainable use of water and sanitation for all,Sustainable economic growth and employment opportunities,Sustainable use of natural resources,23,Woman,Postgraduate degree,Other,student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Bed Table Chairs Gas stove,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA,NA,221742670,7afbf98b-40a3-41cc-86eb-6bc7a9258ebb,2023-02-27T08:04:46Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,31
2023-02-27T07:29:33Z,2023-02-27T08:13:55Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Always,Never,Always,Never,Never,Never,Always,Never,Always,Always,Very important,NA,Never,Never,Never,Never,Always,Never,Never,Never,Always,Always,"Yes, partial compensation",NA,One-off payment,Neutral,Quite unhappy,"Yes, always",NA,50%-74%,0%,50%-74%,0%,Neutral,Less than half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Slightly more wildlife,Disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Livelihood and economy,Health and wellbeing,Education,39,Woman,Doctorate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,4,Motorbike/scooter Car TV Radio Computer Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,221744808,f257b521-7950-49d8-b643-f6c21fa7d4c5,2023-02-27T08:14:07Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,32
2023-02-27T08:04:35Z,2023-02-27T08:16:28Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Always,Always,Always,Sometimes,Sometimes,Mostly,Always,Sometimes,Always,Always,Very important,NA,Always,Mostly,Always,Always,Rarely,Rarely,Rarely,Rarely,Always,Always,"Yes, full compensation as promised",NA,One-off payment,Neutral,Neutral,"Yes, always",NA,50%-74%,50%-74%,50%-74%,0%,Neutral,Half of the land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly less wildlife,Neither agree or disagree,NA,Food security,Access to clean energy,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,NA,Food security ,Livelihood and economy,Education,20,Woman,Undergraduate degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,NA,NA,221745267,3f178900-f48b-4f4e-8b99-47b687a39cfc,2023-02-27T08:16:39Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,33
2023-02-27T08:16:29Z,2023-02-27T08:28:32Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Always,Never,Always,Never,Never,Sometimes,Mostly,Never,Never,Always,Very important,NA,Never,Never,Never,Always,Always,Never,Never,Sometimes,Never,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,75%-100%,0%,75%-100%,0%,Quite happy,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,No change,Disagree,NA,Protect biodiversity and environment,Access to clean energy,Food security,Livelihood and economy,Regulate climate change,NA,Health and wellbeing,Education,Sustainable use of water and sanitation for all,19,Man,Undergraduate degree,Other,student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,Motorbike/scooter TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,221747219,458ecdbc-f59f-43ac-a067-be484f2b904f,2023-02-27T08:28:43Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,34
2023-02-27T08:28:33Z,2023-02-27T08:39:53Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Never,Sometimes,Always,Never,Never,Always,Always,Never,Never,Always,Very important,NA,Never,Always,Always,Always,Always,Never,Never,Always,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,50%-74%,25%-49%,50%-74%,0%,Quite happy,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's slightly more healthy,Much less wildlife,Strongly agree,NA,Regulate climate change,Access to clean energy,Food security,Protect biodiversity and environment,Livelihood and economy,NA,Gender equality and women's empowerment,Education,Food security ,19,Man,Undergraduate degree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,TV Computer Washing machine Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,NA,NA,221749323,876b0cb3-feb6-4165-bf02-f562245d26f5,2023-02-27T08:39:57Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,35
2023-02-27T08:13:55Z,2023-02-27T08:56:07Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Always,Always,Always,Never,Never,Very important,NA,Always,Always,Never,Always,NA,Never,Always,Always,Always,Always,"Not applicable, no compensation due",Yes,NA,NA,NA,"Yes, but sometimes power cut (two hours every day)",NA,0%,0%,0%,0%,Very unhappy,No impact,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Slightly less wildlife,Strongly disagree,NA,Regulate climate change,Food security,Protect biodiversity and environment,Livelihood and economy,Access to clean energy,NA,Education,Health and wellbeing,Sustainable use of natural resources,29,Man,Postgraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,1,Motorbike/scooter TV Computer Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,221753144,01f156ff-0f8f-423a-8f0c-ba29d9911dfa,2023-02-27T08:56:18Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,36
2023-02-27T08:39:53Z,2023-02-27T12:15:00Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Mostly,Never,Mostly,Never,Never,Never,Always,Never,Always,Always,Very important,NA,Rarely,Sometimes,Never,Mostly,Always,Never,Never,Never,Always,Always,"Yes, partial compensation",NA,One-off payment,Quite unhappy,Quite unhappy,"Yes, always",NA,0%,0%,0%,0%,Quite unhappy,The whole land,Just when the construction work started,Yes,Directly spoke to decision makers,NA,"Yes, to some extent",It's slightly more damaged,Slightly more wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Livelihood and economy,Food security ,Health and wellbeing,56,Man,Postgraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,12,4,2,Motorbike/scooter TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,221812154,e4222a1a-f6da-49eb-8f00-f9c1c311c60c,2023-02-27T12:15:12Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,37
2023-02-27T08:56:07Z,2023-02-28T06:27:53Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Rarely ,Always,Rarely ,Sometimes,Never,Always,Always,Mostly,Mostly,Mostly,Very important,NA,Mostly,Mostly,Mostly,Sometimes,Always,Rarely,Always,Rarely,Always,Always,"Not applicable, no compensation due",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,1%-24%,Quite unhappy,No impact,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly less wildlife,Neither agree or disagree,NA,Regulate climate change,Livelihood and economy,Protect biodiversity and environment,Access to clean energy,Food security,NA,Health and wellbeing,Education,Access to clean energy,34,Man,Undergraduate degree,Tourism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,Car TV Washing machine Fan Bed Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,NA,NA,221973195,9cdcafb6-468d-4d3e-8c4d-cce7267f3baa,2023-02-28T06:28:11Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,38
2023-02-27T12:15:01Z,2023-02-28T06:28:16Z,Local community,1,0,0,0,0,0,0,NA,Not affected (near to dam),NA,Yes,Yes,Very important,NA,Never,Always,Always,Never,Never,Always,Never,Always,Always,Always,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,75%-100%,Quite happy,No impact,Just when the construction work started,NA,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly less wildlife,Agree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Health and wellbeing,Gender equality and women's empowerment,Better infrastructure,24,Man,Professional course/vocational qualification,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,3,Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Freezer Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,221973229,bee125ce-285a-42f7-bdd9-918fc3c5fc3a,2023-02-28T06:28:30Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,39
2023-02-28T06:28:17Z,2023-02-28T06:41:03Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Always,Never,Always,Never,Never,Always,Always,Always,Always,Always,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Yes, partial compensation",NA,One-off payment,Very unhappy,Very unah,"Yes, always",NA,0%,0%,50%-74%,50%-74%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,"No, I wasn't listened to at all",It's much more damaged,Much less wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Sustainable economic growth and employment opportunities,Health and wellbeing,Sustainable use of water and sanitation for all,39,Man,Secondary School,Tourism,NA,NA,NA,NA,NA,NA,NA,NA,Tourism,NA,NA,NA,NA,NA,NA,NA,NA,12,9,1,Bike Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,221975247,6d1d65b0-7286-4a0d-bf54-d1004decd393,2023-02-28T06:41:15Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,40
2023-02-28T06:27:53Z,2023-02-28T06:41:11Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Neutral,NA,Sometimes,Never,Sometimes,Never,Never,Always,Always,Never,Always,Always,Very important,NA,Mostly,Sometimes,Mostly,Sometimes,Sometimes,Rarely,Mostly,Never,Always,Always,"Not applicable, no compensation due",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,25%-49%,Neutral,Two-thirds of the land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly less wildlife,Agree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Education,Livelihood and economy,Food security ,24,Man,Undergraduate degree,Tourism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,22,Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,221975271,270bcdaa-d809-41d6-a023-ed9079c6f0ee,2023-02-28T06:41:28Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,41
2023-02-28T06:41:03Z,2023-02-28T06:49:53Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Yes, partial compensation",NA,One-off payment,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,50%-74%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,"No, I wasn't listened to at all",It's much more damaged,Much less wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Food security ,Sustainable use of water and sanitation for all,25,Woman,Secondary School,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,2,TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,NA,NA,221978333,01f7e63d-1972-458e-aac1-394ae5f50206,2023-02-28T06:59:36Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,42
2023-02-28T06:49:54Z,2023-02-28T07:08:34Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Always,Never,Never,Never,Never,Always,Always,Never,Always,Always,Very important,NA,Never,Never,Never,Always,Always,Never,Never,Always,Always,Always,"Yes, full compensation as promised",NA,One-off payment,Quite happy,Quite happy,"Yes, always",NA,0%,0%,50%-74%,50%-74%,Quite unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Protect biodiversity and environment,Livelihood and economy,Access to clean energy,Food security,Regulate climate change,NA,Livelihood and economy,Gender equality and women's empowerment,Protect biodiversity and environment,52,Man,Secondary School,Tourism,NA,NA,NA,NA,NA,NA,NA,NA,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,Motorbike/scooter Car TV Radio Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,221980096,472a4f7b-e812-4c3d-ae89-97686c613597,2023-02-28T07:08:45Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,43
2023-02-28T06:41:11Z,2023-02-28T07:11:07Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Always,Always,Very important,NA,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,"Yes, but still waiting for payment",NA,One-off payment,Very unhappy,Quite unhappy,"Yes, always",NA,0%,0%,0%,25%-49%,Quite happy,Less than half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly more wildlife,Disagree,NA,Livelihood and economy,Protect biodiversity and environment,Food security,Access to clean energy,Regulate climate change,NA,Education,Health and wellbeing,Sustainable use of natural resources,46,Man,Secondary School,Tourism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,1,Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,221980569,f11ea76a-c2a9-463e-82fb-bfe850e27f10,2023-02-28T07:11:20Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,44
2023-02-28T07:08:34Z,2023-02-28T08:45:09Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Always,Always,Very important,NA,Always,Never,Always,Always,Mostly,Never,Never,Never,Never,Never,"Yes, but still waiting for payment",NA,NA,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Health and wellbeing,Livelihood and economy,Gender equality and women's empowerment,75,Woman,No formal education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,Fan Bed Gas stove Pressure cooker Water Electricity,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,NA,NA,221998279,5dc14de9-e03f-47bb-ba72-166ec5b31321,2023-02-28T08:45:21Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,45
2023-02-28T07:11:07Z,2023-02-28T08:47:17Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Mostly,Always,Mostly,Never,Never,Never,Always,NA,Always,Always,Very important,NA,Mostly,Rarely,Always,Sometimes,Always,Never,Never,Never,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Less than half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly more wildlife,Disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Livelihood and economy,Food security ,Health and wellbeing,50,Woman,Secondary School,Livestock,NA,Livestock (for household),0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2,Car TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,221998663,2b936f48-5ede-45fa-863d-959b25f34524,2023-02-28T08:47:30Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,46
2023-02-28T08:45:10Z,2023-02-28T08:52:13Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Always,Never,Always,Never,Never,Always,Always,Always,Never,Never,"Yes, but still waiting for payment",NA,NA,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,"No, I wasn't listened to at all",It's much more damaged,Much more wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Food security ,Health and wellbeing,Livelihood and economy,64,Woman,No formal education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,NA,NA,221999676,a1cac79d-4d05-4602-811c-0e1def8032b4,2023-02-28T08:52:25Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,47
2023-02-28T08:52:13Z,2023-02-28T08:59:04Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Mostly,Never,Never,Very important,NA,Always,Always,Always,Never,Never,Never,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Food security ,Livelihood and economy,44,Woman,Primary School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TV Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,NA,NA,222001314,0113aba8-3027-4d99-b302-e5ee04b34002,2023-02-28T08:59:17Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,48
